Date,Year,Month,Time,Sales,logSales,dlogSales,Changepoint,c348,s348,c432,s432,obs106
2011-09-01,2011,9,225,50292,10.825601298,-0.050916424,1,-0.309016994,0.9510565163,0.3090169944,0.9510565163,0
2011-10-01,2011,10,226,49873,10.817235053,-0.008366245,1,-0.597904983,-0.801566985,-0.675332808,-0.737513117,0
2011-11-01,2011,11,227,48662,10.792653717,-0.024581336,1,0.9996841893,-0.025130095,0.9202318474,0.3913736668,0
2011-12-01,2011,12,228,55489,10.923940082,0.1312863649,1,-0.556875616,0.8305958992,-0.999684189,0.0251300954,0
2012-01-01,2012,1,229,47096,10.759943351,-0.163996731,1,-0.356411879,-0.934328942,0.8994052516,-0.437115767,0
2012-02-01,2012,2,230,52611,10.870680502,0.1107371516,1,0.9685831611,0.2486898872,-0.63742399,0.7705132428,0
2012-03-01,2012,3,231,61036,11.019219133,0.1485386307,1,-0.762442511,0.6470559616,0.2608415063,-0.965381639,0
2012-04-01,2012,4,232,54942,10.914033362,-0.105185771,1,-0.087851197,-0.996133609,0.1626371652,0.9866859442,0
2012-05-01,2012,5,233,60389,11.008562248,0.0945288858,1,0.8639234172,0.5036232016,-0.556875616,-0.830595899,0
2012-06-01,2012,6,234,56669,10.944982603,-0.063579645,1,-0.910105971,0.414375581,0.8509944818,0.52517463,0
2012-07-01,2012,7,235,56948,10.94989385,0.0049112467,1,0.1873813146,-0.982287251,-0.992114701,-0.125333234,0
2012-08-01,2012,8,236,61184,11.021640996,0.0717471467,1,0.6936533058,0.7203090249,0.9548645447,-0.297041582,0
2012-09-01,2012,9,237,54451,10.905056494,-0.116584503,1,-0.988651745,0.1502255891,-0.745941145,0.6660118674,0
2012-10-01,2012,10,238,54854,10.912430389,0.0073738955,1,0.4483832161,-0.893841424,0.4029064357,-0.915241173,0
2012-11-01,2012,11,239,53618,10.889640112,-0.022790278,1,0.4707039322,0.8822912264,0.0125660399,0.9999210442,0
2012-12-01,2012,12,240,58752,10.981080474,0.0914403624,1,-0.992114701,-0.125333234,-0.425779292,-0.904827052,0
2013-01-01,2013,1,241,53205,10.881907656,-0.099172818,1,0.6753328081,-0.737513117,0.762442511,0.6470559616,0
2013-02-01,2013,2,242,54769,10.910879619,0.0289719636,1,0.2120071099,0.9772681236,-0.962027672,-0.272951936,0
2013-03-01,2013,3,243,63410,11.057376857,0.1464972373,1,-0.920231847,-0.391373667,0.9886517447,-0.150225589,0
2013-04-01,2013,4,244,61550,11.027605132,-0.029771725,1,0.8509944818,-0.52517463,-0.83752804,0.5463943467,0
2013-05-01,2013,5,245,65939,11.096485351,0.0688802196,1,-0.06279052,0.9980267284,0.535826795,-0.844327926,0
2013-06-01,2013,6,246,62718,11.046403767,-0.050081584,1,-0.778462302,-0.627691361,-0.137790291,0.9904614257,0
2013-07-01,2013,7,247,66296,11.101884843,0.0554810758,1,0.9620276716,-0.272951936,-0.285019262,-0.958521789,0
2013-08-01,2013,8,248,68506,11.134676612,0.0327917691,1,-0.332819545,0.9429905359,0.6565857558,0.7542513807,0
2013-09-01,2013,9,249,58254,10.972568039,-0.162108573,1,-0.577572703,-0.816339251,-0.910105971,-0.414375581,0
2013-10-01,2013,10,250,60581,11.011736592,0.0391685529,1,1,-5.6836e-14,1,-5.48741e-14,0
2013-11-01,2013,11,251,58903,10.983647302,-0.028089289,1,-0.577572703,0.8163392507,-0.910105971,0.414375581,0
2013-12-01,2013,12,252,62951,11.050111925,0.0664646228,1,-0.332819545,-0.942990536,0.6565857558,-0.754251381,0
2014-01-01,2014,1,253,54761,10.910733541,-0.139378384,1,0.9620276716,0.2729519355,-0.285019262,0.958521789,0
2014-02-01,2014,2,254,56522,10.942385222,0.0316516811,1,-0.778462302,0.6276913613,-0.137790291,-0.990461426,0
2014-03-01,2014,3,255,69328,11.146604144,0.2042189221,1,-0.06279052,-0.998026728,0.535826795,0.8443279255,0
2014-04-01,2014,4,256,67217,11.115681471,-0.030922673,1,0.8509944818,0.52517463,-0.83752804,-0.546394347,0
2014-05-01,2014,5,257,71666,11.179771716,0.0640902454,1,-0.920231847,0.3913736668,0.9886517447,0.1502255891,0
2014-06-01,2014,6,258,65935,11.096424687,-0.083347029,1,0.2120071099,-0.977268124,-0.962027672,0.2729519355,0
2014-07-01,2014,7,259,70331,11.160967948,0.0645432606,1,0.6753328081,0.7375131174,0.762442511,-0.647055962,0
2014-08-01,2014,8,260,72401,11.18997539,0.0290074425,1,-0.992114701,0.1253332336,-0.425779292,0.9048270525,0
2014-09-01,2014,9,261,64089,11.068028021,-0.121947369,1,0.4707039322,-0.882291226,0.0125660399,-0.999921044,0
2014-10-01,2014,10,262,64849,11.079816769,0.0117887481,1,0.4483832161,0.8938414242,0.4029064357,0.9152411726,0
2014-11-01,2014,11,263,62129,11.036968148,-0.042848622,1,-0.988651745,-0.150225589,-0.745941145,-0.666011867,0
2014-12-01,2014,12,264,69655,11.151309764,0.1143416165,1,0.6936533058,-0.720309025,0.9548645447,0.2970415816,0
2015-01-01,2015,1,265,61352,11.024383049,-0.126926715,1,0.1873813146,0.9822872507,-0.992114701,0.1253332336,0
2015-02-01,2015,2,266,60207,11.005543904,-0.018839146,1,-0.910105971,-0.414375581,0.8509944818,-0.52517463,0
2015-03-01,2015,3,267,73785,11.208910738,0.2033668343,1,0.8639234172,-0.503623202,-0.556875616,0.8305958992,0
2015-04-01,2015,4,268,70997,11.170392902,-0.038517836,1,-0.087851197,0.9961336091,0.1626371652,-0.986685944,0
2015-05-01,2015,5,269,74860,11.223374981,0.0529820798,1,-0.762442511,-0.647055962,0.2608415063,0.9653816388,0
2015-06-01,2015,6,270,71930,11.183448703,-0.039926279,1,0.9685831611,-0.248689887,-0.63742399,-0.770513243,0
2015-07-01,2015,7,271,75549,11.232536731,0.0490880285,1,-0.356411879,0.9343289425,0.8994052516,0.4371157667,0
2015-08-01,2015,8,272,76661,11.247148383,0.0146116521,1,-0.556875616,-0.830595899,-0.999684189,-0.025130095,0
2015-09-01,2015,9,273,70931,11.169462853,-0.077685531,1,0.9996841893,0.0251300954,0.9202318474,-0.391373667,0
2015-10-01,2015,10,274,70389,11.16179228,-0.007670573,1,-0.597904983,0.8015669849,-0.675332808,0.7375131174,0
2015-11-01,2015,11,275,66459,11.104340495,-0.057451785,1,-0.309016994,-0.951056516,0.3090169944,-0.951056516,0
2015-12-01,2015,12,276,75047,11.225869863,0.1215293678,1,0.9548645447,0.2970415816,0.1128563849,0.9936113105,0
2016-01-01,2016,1,277,62553,11.043769476,-0.182100387,1,-0.793990399,0.6079302977,-0.514439534,-0.857526656,0
2016-02-01,2016,2,278,67782,11.124051952,0.0802824756,1,-0.037690183,-0.999289473,0.8235325976,0.5672689491,0
2016-03-01,2016,3,279,76176,11.240801731,0.1167497795,1,0.83752804,0.5463943467,-0.984564335,-0.175023059,0
2016-04-01,2016,4,280,73782,11.208870078,-0.031931653,1,-0.929776486,0.3681245527,0.9685831611,-0.248689887,0
2016-05-01,2016,5,281,75322,11.229527536,0.0206574574,1,0.236498997,-0.971631733,-0.778462302,0.6276913613,0
2016-06-01,2016,6,282,73961,11.211293206,-0.01823433,1,0.6565857558,0.7542513807,0.4483832161,-0.893841424,0
2016-07-01,2016,7,283,76660,11.247135339,0.0358421327,1,-0.994951017,0.1003617149,-0.037690183,0.9992894726,0
2016-08-01,2016,8,284,80408,11.294868953,0.0477336138,1,0.4927273415,-0.870183755,-0.379779096,-0.925077207,0
2016-09-01,2016,9,285,73950,11.211144468,-0.083724485,1,0.4257792916,0.9048270525,0.7289686274,0.6845471059,0
2016-10-01,2016,10,286,71515,11.177662497,-0.033481971,1,-0.984564335,-0.175023059,-0.947098305,-0.32094361,0
2016-11-01,2016,11,287,70726,11.166568535,-0.011093962,1,0.7115356772,-0.70264997,0.994951017,-0.100361715,0
2016-12-01,2016,12,288,80617,11.297464824,0.130896289,1,0.1626371652,0.9866859442,-0.863923417,0.5036232016,0
2017-01-01,2017,1,289,65945,11.09657634,-0.200888484,1,-0.899405252,-0.437115767,0.5775727034,-0.816339251,0
2017-02-01,2017,2,290,67919,11.126071098,0.0294947574,1,0.87630668,-0.481753674,-0.187381315,0.9822872507,0
2017-03-01,2017,3,291,79960,11.289281789,0.1632106909,1,-0.112856385,0.9936113105,-0.236498997,-0.971631733,0
2017-04-01,2017,4,292,72876,11.196514646,-0.092767143,1,-0.745941145,-0.666011867,0.6178596131,0.7862884321,0
2017-05-01,2017,5,293,79737,11.286488998,0.0899743523,1,0.9745268728,-0.224270761,-0.888136449,-0.459579861,0
2017-06-01,2017,6,294,76461,11.244536086,-0.041952912,1,-0.379779096,0.9250772068,0.9987369566,0.0502443182,0
2017-07-01,2017,7,295,77686,11.26043034,0.015894254,1,-0.535826795,-0.844327926,-0.929776486,0.3681245527,0
2017-08-01,2017,8,296,80178,11.292004442,0.0315741021,1,0.9987369566,0.0502443182,0.6936533058,-0.720309025,0
2017-09-01,2017,9,297,77018,11.25179444,-0.040210002,1,-0.617859613,0.7862884321,-0.332819545,0.9429905359,0
2017-10-01,2017,10,298,75069,11.22616297,-0.02563147,1,-0.285019262,-0.958521789,-0.087851197,-0.996133609,0
2017-11-01,2017,11,299,73853,11.20983191,-0.01633106,1,0.947098305,0.3209436098,0.4927273415,0.8701837547,0
2017-12-01,2017,12,300,79785,11.287090796,0.0772588858,1,-0.809016994,0.5877852523,-0.809016994,-0.587785252,0
2018-01-01,2018,1,301,67831,11.124774597,-0.162316199,1,-0.01256604,-0.999921044,0.9798550524,0.1997099805,0
2018-02-01,2018,2,302,67580,11.12106736,-0.003707236,1,0.8235325976,0.5672689491,-0.974526873,0.2242707609,0
2018-03-01,2018,3,303,83004,11.326644078,0.2055767181,1,-0.938733858,0.3446429232,0.7939903986,-0.607930298,0
2018-04-01,2018,4,304,74537,11.219050925,-0.107593153,1,0.2608415063,-0.965381639,-0.470703932,0.8822912264,0
2018-05-01,2018,5,305,82287,11.317968416,0.0989174901,1,0.6374239897,0.7705132428,0.0627905195,-0.998026728,0
2018-06-01,2018,6,306,78447,11.270178517,-0.047789899,1,-0.9971589,0.0753268055,0.3564118787,0.9343289425,0
2018-07-01,2018,7,307,78402,11.269604716,-0.0005738,1,0.5144395338,-0.857526656,-0.711535677,-0.70264997,0
2018-08-01,2018,8,308,82388,11.319195074,0.049590358,1,0.4029064357,0.9152411726,0.9387338577,0.3446429232,0
2018-09-01,2018,9,309,73247,11.20159257,-0.117602504,1,-0.979855052,-0.199709981,-0.9971589,0.0753268055,0
2018-10-01,2018,10,310,75864,11.236697543,0.0351049722,1,0.7289686274,-0.684547106,0.87630668,-0.481753674,0
2018-11-01,2018,11,311,73766,11.2086532,-0.028044343,1,0.1377902907,0.9904614257,-0.597904983,0.8015669849,0
2018-12-01,2018,12,312,80973,11.301871045,0.0932178449,1,-0.888136449,-0.459579861,0.2120071099,-0.977268124,0
2019-01-01,2019,1,313,67212,11.115607082,-0.186263963,1,0.8881364488,-0.459579861,0.2120071099,0.9772681236,0
2019-02-01,2019,2,314,67726,11.123225432,0.0076183504,1,-0.137790291,0.9904614257,-0.597904983,-0.801566985,0
2019-03-01,2019,3,315,82765,11.323760546,0.2005351133,1,-0.728968627,-0.684547106,0.87630668,0.4817536741,0
2019-04-01,2019,4,316,77114,11.253040125,-0.07072042,1,0.9798550524,-0.199709981,-0.9971589,-0.075326806,0
2019-05-01,2019,5,317,84145,11.34029678,0.0872566547,1,-0.402906436,0.9152411726,0.9387338577,-0.344642923,0
2019-06-01,2019,6,318,78334,11.268737015,-0.071559765,1,-0.514439534,-0.857526656,-0.711535677,0.7026499698,0
2019-07-01,2019,7,319,82621,11.322019164,0.0532821494,1,0.9971589003,0.0753268055,0.3564118787,-0.934328942,0
2019-08-01,2019,8,320,88042,11.385569252,0.0635500878,1,-0.63742399,0.7705132428,0.0627905195,0.9980267284,0
2019-09-01,2019,9,321,75963,11.238001659,-0.147567594,1,-0.260841506,-0.965381639,-0.470703932,-0.882291226,0
2019-10-01,2019,10,322,79167,11.279314824,0.0413131657,1,0.9387338577,0.3446429232,0.7939903986,0.6079302977,0
2019-11-01,2019,11,323,78006,11.264541026,-0.014773799,1,-0.823532598,0.5672689491,-0.974526873,-0.224270761,0
2019-12-01,2019,12,324,81741,11.311310991,0.0467699652,1,0.0125660399,-0.999921044,0.9798550524,-0.199709981,0
2020-01-01,2020,1,325,70881,11.168757694,-0.142553297,1,0.8090169944,0.5877852523,-0.809016994,0.5877852523,0
2020-02-01,2020,2,326,72930,11.197255356,0.0284976624,1,-0.947098305,0.3209436098,0.4927273415,-0.870183755,0
2020-03-01,2020,3,327,58108,10.970058627,-0.227196729,1,0.2850192625,-0.958521789,-0.087851197,0.9961336091,0
2020-04-01,2020,4,328,48807,10.795629024,-0.174429603,1,0.6178596131,0.7862884321,-0.332819545,-0.942990536,0
2020-05-01,2020,5,329,75633,11.233647975,0.4380189507,1,-0.998736957,0.0502443182,0.6936533058,0.7203090249,0
2020-06-01,2020,6,330,79262,11.2805141,0.046866125,1,0.535826795,-0.844327926,-0.929776486,-0.368124553,0
2020-07-01,2020,7,331,82206,11.316983571,0.0364694712,1,0.3797790955,0.9250772068,0.9987369566,-0.050244318,0
2020-08-01,2020,8,332,83380,11.331163751,0.0141801804,1,-0.974526873,-0.224270761,-0.888136449,0.4595798606,0
2020-09-01,2020,9,333,83179,11.328750191,-0.00241356,1,0.7459411454,-0.666011867,0.6178596131,-0.786288432,0
2020-10-01,2020,10,334,84848,11.348616699,0.0198665083,1,0.1128563849,0.9936113105,-0.236498997,0.9716317329,0
2020-11-01,2020,11,335,76816,11.249168231,-0.099448469,1,-0.87630668,-0.481753674,-0.187381315,-0.982287251,0
2020-12-01,2020,12,336,89444,11.40136801,0.1521997793,1,0.8994052516,-0.437115767,0.5775727034,0.8163392507,0
2021-01-01,2021,1,337,77391,11.256625774,-0.144742236,1,-0.162637165,0.9866859442,-0.863923417,-0.503623202,0
2021-02-01,2021,2,338,74874,11.22356198,-0.033063794,1,-0.711535677,-0.70264997,0.994951017,0.1003617149,0
2021-03-01,2021,3,339,104050,11.552626832,0.3290648521,1,0.9845643345,-0.175023059,-0.947098305,0.3209436098,0
2021-04-01,2021,4,340,101980,11.532531995,-0.020094837,1,-0.425779292,0.9048270525,0.7289686274,-0.684547106,0
2021-05-01,2021,5,341,102538,11.537988741,0.005456746,1,-0.492727342,-0.870183755,-0.379779096,0.9250772068,0
2021-06-01,2021,6,342,96934,11.481785614,-0.056203127,1,0.994951017,0.1003617149,-0.037690183,-0.999289473,0
2021-07-01,2021,7,343,95559,11.467499137,-0.014286477,1,-0.656585756,0.7542513807,0.4483832161,0.8938414242,0
2021-08-01,2021,8,344,90256,11.410405356,-0.057093781,1,-0.236498997,-0.971631733,-0.778462302,-0.627691361,0
2021-09-01,2021,9,345,86553,11.368512222,-0.041893134,1,0.9297764859,0.3681245527,0.9685831611,0.2486898872,0
2021-10-01,2021,10,346,87437,11.378673813,0.010161591,1,-0.83752804,0.5463943467,-0.984564335,0.175023059,0
2021-11-01,2021,11,347,85574,11.357136778,-0.021537035,1,0.0376901827,-0.999289473,0.8235325976,-0.567268949,0
2021-12-01,2021,12,348,92521,11.435190925,0.0780541471,1,0.7939903986,0.6079302977,-0.514439534,0.8575266562,0
2022-01-01,2022,1,349,84442,11.343820187,-0.091370738,1,-0.954864545,0.2970415816,0.1128563849,-0.993611311,0
2022-02-01,2022,2,350,86147,11.363810418,0.0199902312,1,0.3090169944,-0.951056516,0.3090169944,0.9510565163,0
2022-03-01,2022,3,351,101277,11.525614616,0.1618041977,1,0.5979049831,0.8015669849,-0.675332808,-0.737513117,0
2022-04-01,2022,4,352,100066,11.513585247,-0.012029369,1,-0.999684189,0.0251300954,0.9202318474,0.3913736668,0
2022-05-01,2022,5,353,95567,11.467582851,-0.046002396,1,0.5568756165,-0.830595899,-0.999684189,0.0251300954,0
2022-06-01,2022,6,354,95305,11.464837554,-0.002745297,1,0.3564118787,0.9343289425,0.8994052516,-0.437115767,0
2022-07-01,2022,7,355,92052,11.430108914,-0.03472864,1,-0.968583161,-0.248689887,-0.63742399,0.7705132428,0
